"","precio_gasoleo_a","rotulo","direccion","provincia"
"567",1.705,"CEPSA","AVDA. DEMOCRACIA, 41","MADRID"
"568",1.705,"ALHAMBRA-BLANCA","CALLE ALHAMBRA, 70","MADRID"
"569",1.705,"CEPSA","CALLE SANTA GENOVEVA, 26","MADRID"
"570",1.705,"VIRGEN-BLANCA","CALLE VIRGEN DE LLUC ,14, 14","MADRID"
"571",1.705,"CEPSA","CALLE GENERALISIMO, 1","MADRID"
"572",1.705,"CEPSA","CALLE GENERALISIMO, 1","MADRID"
"573",1.707,"REPSOL","CR M-509, 7,300","MADRID"
"574",1.708,"BP","CALLE RICARDO ORTIZ, 44","MADRID"
"575",1.709,"REPSOL","CARRETERA M-114 KM. 1","MADRID"
"576",1.709,"REPSOL","CARRETERA M-114 KM. 0,7","MADRID"
"577",1.709,"GALP","N-II km 29,000","MADRID"
"578",1.709,"GALP","N-II km 29,000","MADRID"
"579",1.709,"BP PUENTE ARCE","CARRETERA M-300 KM. 26,4","MADRID"
"580",1.709,"BP RIO CORVO","CARRETERA ANTIGUA N-II KM. 26,00","MADRID"
"581",1.709,"REPSOL","CR M-300, 30.3","MADRID"
"582",1.709,"REPSOL","CR M-300 (PG.MATILLAS-PARC.A1), P.K","MADRID"
"583",1.709,"REPSOL","AVENIDA GUADALAJARA, 29","MADRID"
"584",1.709,"REPSOL","VÍA COMPLUTENSE, 41","MADRID"
"585",1.709,"BP","AVENIDA VIA COMPLUTENSE, 165","MADRID"
"586",1.709,"REPSOL","CR M-603, 14,1","MADRID"
"587",1.709,"BP SAN MARTIN II","CARRETERA ALCORCON-S.M.VALDEIGLESIAS KM. 1,5","MADRID"
"588",1.709,"BP SAN MARTIN I","CARRETERA ALCORCON-S.M.VALDEIGL. KM. 1,5","MADRID"
"589",1.709,"REPSOL","CL AVDA DEL PINAR, S.N.","MADRID"
"590",1.709,"BP LA FALUA","CARRETERA M-305 KM. 5","MADRID"
"591",1.709,"CEPSA","AUTOVIA N-IV KM. 48,700","MADRID"
"592",1.709,"BP ARGANDA","AVENIDA EJERCITO (DEL), 44","MADRID"
"593",1.709,"BP LA ARGANDEÑA","AVENIDA DE MADRID, 37","MADRID"
"594",1.709,"CEPSA","AVENIDA VALDEARGANDA, 8","MADRID"
"595",1.709,"CEPSA","CARRETERA M-311 KM. 19,4","MADRID"
"596",1.709,"CEPSA","AUTOVIA A-1 KM. 29,1","MADRID"
"597",1.709,"REPSOL","AVENIDA SAN PABLO, 32","MADRID"
"598",1.709,"BP COSLADA - AV CONSTITUCION","AVENIDA CONSTITUCION, 30","MADRID"
"599",1.709,"BP COSLADA - AV SAN PABLO","AVENIDA SAN PABLO, 26","MADRID"
"600",1.709,"REPSOL","CR M-100, 10,1","MADRID"
"601",1.709,"BP AVANZADA FUENLABRADA","C/ LEGANES Nº 62","MADRID"
"602",1.709,"REPSOL","CARRETERA A-42 KM. 18,7","MADRID"
"603",1.709,"REPSOL","CARRETERA A-42 KM. 18,7","MADRID"
"604",1.709,"REPSOL","CR M-506, 18","MADRID"
"605",1.709,"REPSOL","CR M-506, 15,6","MADRID"
"606",1.709,"BP EL NARANJO","CALLE CL MOSTOLES 61, 61","MADRID"
"607",1.709,"REPSOL","CALLE TORRELAGUNA, 78","MADRID"
"608",1.709,"CEPSA","CAMINO VALDETORRES (DE), 1","MADRID"
"609",1.709,"REPSOL","AUTOVIA A-3 KM. 62,5","MADRID"
"610",1.709,"SHELL","CARRETERA N III KM. 68,500","MADRID"
"611",1.709,"BP GETAFE - M406","CR  M-406 KM 10","MADRID"
"612",1.709,"BP A42 CABANAS MI","CARRERA A-42, 13","MADRID"
"613",1.709,"BP A42 CABANAS MD","CARRETERA A-42 KM. 13","MADRID"
"614",1.709,"REPSOL","POLIGONO CENTRO LOGISTICO DE ABASTECIMIENTO-PARCELA, 13","MADRID"
"615",1.709,"BP GETAFE - PG SAN MARCOS","CL DIESEL C/V Pº JOHN LENNON, S.N.","MADRID"
"616",1.709,"REPSOL","CARRETERA TORRELAGUNA ? EL ESCORIAL KM. 3","MADRID"
"617",1.709,"BP GUADARRAMA","CARRETERA N-VI KM. 48","MADRID"
"618",1.709,"BP VALDONAIRE","CARRETERA AVD.DE LA INDUSTRIA KM. 15","MADRID"
"619",1.709,"BP HUMANES - EL MOLINO","AVENIDA DE LAS FLORES, 2","MADRID"
"620",1.709,"REPSOL","CARRETERA AVENIDA  DE LA INDUSTRIA , 46 KM. 1,1","MADRID"
"621",1.709,"BP POLVORANCA","CARRETERA M-407 KM. 1800","MADRID"
"622",1.709,"CAMPSA","CALLE SAN BERNARDO, S/N","MADRID"
"623",1.709,"REPSOL","CL ALAVA , S.N.","MADRID"
"624",1.709,"REPSOL","CARRETERA M-300 KM. 13","MADRID"
"625",1.709,"REPSOL","CARRETERA M-604,KM.14.100 KM. 14,100","MADRID"
"626",1.709,"REPSOL","CARRETERA M-604 KM. 14,100","MADRID"
"627",1.709,"REPSOL","CL PLAZA LEGAZPI, 9","MADRID"
"628",1.709,"REPSOL","CARRETERA M-203 KM. 0,28","MADRID"
"629",1.709,"REPSOL","CARRETERA M-203 KM. 0,28","MADRID"
"630",1.709,"BP SAN PEDRO MI","CR A-3   MG DCHO, KM 11,2 km 11,200","MADRID"
"631",1.709,"BP SAN PEDRO MD","CR A-3  MG IZDO, KM 11,2 km 11,200","MADRID"
"632",1.709,"REPSOL","AV DOCTOR ESQUERDO, 153","MADRID"
"633",1.709,"REPSOL","CL AVDA .ALFONSO XIII  ESQ.C/ COSTA","MADRID"
"634",1.709,"REPSOL","CL MATEO INURRIA, 4","MADRID"
"635",1.709,"CEPSA","CALLE CORAZON DE MARIA, 18","MADRID"
"636",1.709,"REPSOL","CR A-6, 8","MADRID"
"637",1.709,"REPSOL","CL NUESTRA SEÑORA DE VALVERDE, 175","MADRID"
"638",1.709,"REPSOL","AVENIDA VICTORIA, 34","MADRID"
"639",1.709,"CEPSA","GLORIETA MARIANO SALVADOR MAELLA, S/N","MADRID"
"640",1.709,"REPSOL","AVENIDA CARDENAL HERRERA ORIA, 290","MADRID"
"641",1.709,"CEPSA","CALLE ANTONIO MACHADO, S/N","MADRID"
"642",1.709,"BP","BARRIO AVENIDA VERBENA D ELA PALOMA, S/N","MADRID"
"643",1.709,"CEPSA","AVDA. DE LA DEMOCRACIA 62","MADRID"
"644",1.709,"REPSOL","AVDA. PRINCESA JUANA DE AUSTRIA KM 4,700 km 4.700","MADRID"
"645",1.709,"BP A42 CHEYPER","CARRETERA A 42 KM. 5,9","MADRID"
"646",1.709,"BP CARABANCHEL","CALLE REAL, 2","MADRID"
"647",1.709,"BP ISLA AZUL","CALLE AGUACATE, 45","MADRID"
"648",1.709,"SHELL","CALLE ANTONIO DE LEYVA, 87","MADRID"
"649",1.709,"BP FERMIN FERNANDEZ","PS DE LA ERMITA DEL SANTO  S/N","MADRID"
"650",1.709,"REPSOL","AUTOVIA A-3 KM. 14,3","MADRID"
"651",1.709,"REPSOL","CL GL.CORREGIDOR SANCHO DE CORD, S.","MADRID"
"652",1.709,"REPSOL","CALLE FUENTE CARRANTONA S/N, 6","MADRID"
"653",1.709,"REPSOL","CL ARTURO SORIA, 175","MADRID"
"654",1.709,"REPSOL","CL DR.MARAÑON C/V PL ESCORIAL, S.N.","MADRID"
"655",1.709,"REPSOL","CARRETERA DEL PLANTIO Nº66 KM. 1,2","MADRID"
"656",1.709,"BP MECO","AV. DE MADRID 51","MADRID"
"657",1.709,"IDS","CARRETERA N-II KM. 38","MADRID"
"658",1.709,"REPSOL","CALLE DURATON, 1","MADRID"
"659",1.709,"REPSOL","CALLE LONDRES, 43","MADRID"
"660",1.709,"REPSOL","AUTOVIA A - 4 KM. 23,300","MADRID"
"661",1.709,"REPSOL","AUTOPISTA A - 4 KM. 23,300","MADRID"
"662",1.709,"REPSOL","CARRETERA M-506 KM. 24,500","MADRID"
"663",1.709,"REPSOL","CALLE COTO DE DOÑANA, 1","MADRID"
"664",1.709,"REPSOL","AVENIDA DE LA TECNICA, S/N","MADRID"
"665",1.709,"CEPSA","AVENIDA AURELIO ALVAREZ, S/N","MADRID"
"666",1.709,"CEPSA","CALLE DE LA FUNDICION, 53","MADRID"
"667",1.709,"REPSOL","CR A-6, 20,3","MADRID"
"668",1.709,"BP LAS ROZAS","CL LAS CRUCES  S/N","MADRID"
"669",1.709,"BP SAN FERNANDO - LA PRESA","CALLE LA PRESA, S/N","MADRID"
"670",1.709,"BP SAN FERNANDO - M LUTHER KING","AV MARTIN LUTHER KING, S/N ESQUINA M-216","MADRID"
"671",1.709,"CEPSA SAN FERNANDO 365","CALLE CERRAJEROS DE LOS, 2","MADRID"
"672",1.709,"CEPSA","AVENIDA DOCTOR MANUEL JARABO (DEL), 74","MADRID"
"673",1.709,"GALP","CARRETERA M-600 KM. 44","MADRID"
"674",1.709,"GALP","CARRETERA M-600 KM. 44","MADRID"
"675",1.709,"BP GASOLEOS TORREJÓN","CALLE LONDRES, 30","MADRID"
"676",1.709,"BP TORREJON - AV FRONTERAS","AVENIDA DE LAS FRONTERAS, S/N","MADRID"
"677",1.709,"BP TORREJON - CTRA LOECHES","CARRETERA DE TORREJON A LOECHES KM. 1,100","MADRID"
"678",1.709,"SHELL","AVENIDA DE LAS ESTACIONES, 2","MADRID"
"679",1.709,"REPSOL","CR A-6, 28,2","MADRID"
"680",1.709,"REPSOL","CALLE CAMINO DE VALLADOLID, 1","MADRID"
"681",1.709,"REPSOL","CALLE SAN JUAN, 38","MADRID"
"682",1.709,"BP POLIGONO ROMPECUBAS","CALLE NARCISO MONTURIOL, 32","MADRID"
"683",1.709,"BP VALDEMORO","PASEO JUNCAREJO/CL DE AGORA, 0","MADRID"
"684",1.709,"BASIC","CALLE ARROYO DE LA HIRUELA, 2","MADRID"
"685",1.709,"GALP","CARRETERA M-300 KM. 8,1","MADRID"
"686",1.709,"BP VILLALBILLA","CARRETERA ALCALA VILLAR DEL OLMO (DE) M-204 KM. 39","MADRID"
"687",1.709,"ES BP GURUGU","CARRETERA ALCALA-PASTRANA KM. 4,400","MADRID"
"688",1.709,"BP MARIA","AVENIDA QUITAPESARES, 1","MADRID"
"689",1.71,"REPSOL","CARRETERA COLMENAR VIEJO KM. 10,5","MADRID"
"690",1.71,"REPSOL","CARRETERA COLMENAR VIEJO KM. 10,5","MADRID"
"691",1.715,"CEPSA","CARRETERA M-501 KM. 17,2","MADRID"
"692",1.715,"CEPSA","CARRETERA MADRID - CADIZ KM. 12,5","MADRID"
"693",1.715,"CEPSA","CARRETERA MADRID - CADIZ KM. 12,5","MADRID"
"694",1.715,"CEPSA","AUTOVIA A-4 KM. 14,3","MADRID"
"695",1.715,"CEPSA","AUTOVIA A-4 KM. 14,3","MADRID"
"696",1.715,"CEPSA","AVENIDA ENSANCHE DE VALLECAS, 2","MADRID"
"697",1.718,"REPSOL","CARRETERA DE LA CORUÑA KM 12 KM.","MADRID"
"698",1.718,"REPSOL","CALLE ENRIQUE GRANADOS, 1","MADRID"
"699",1.718,"REPSOL","CL MANUEL DE FALLA, 2","MADRID"
"700",1.719,"REPSOL","AVENIDA JUAN CARLOS I, S/N","MADRID"
"701",1.719,"BP ISIDORO","AVENIDA JUAN CARLOS I, 44","MADRID"
"702",1.719,"REPSOL","PLAZA MORALEJA S/N, S/N","MADRID"
"703",1.719,"BP MOSTOLES II","AVENIDA MOSTOLES, 16","MADRID"
"704",1.719,"BP LA PRINCESA 1","CR M-506 MOSTOLES-FUENLABRADA KM. 4","MADRID"
"705",1.719,"BP LA PRINCESA 2","CR MOSTOLES-FUENLABRADA,  KM.4","MADRID"
"706",1.719,"REPSOL","CALLE CAMINO LEGANES, 55","MADRID"
"707",1.719,"BENZOE","CALLE ALPEDRETE, 12","MADRID"
"708",1.719,"BP OLIMPICA","CALLE FRAGUAS, 1","MADRID"
"709",1.719,"REPSOL","AVDA DE MADRID, 103","MADRID"
"710",1.719,"REPSOL","CALZADA M 209, 4","MADRID"
"711",1.719,"BP CIEMPOZUELOS","CALLE ALAMO, 49","MADRID"
"712",1.719,"REPSOL","CL MADRID, 1","MADRID"
"713",1.719,"REPSOL","CL AVENIDA DE LA CONSTITUCION, 3","MADRID"
"714",1.719,"REPSOL","CALLE REAL DE ARGANDA, 74","MADRID"
"715",1.719,"CEPSA","CALLE COLOMBIA C/V BOLIVIA, 1","MADRID"
"716",1.719,"REPSOL","CALLE ABETAL, 8","MADRID"
"717",1.719,"REPSOL","SAN GENJO, 2","MADRID"
"718",1.719,"REPSOL","CR N-4     P.K. 6,70 D","MADRID"
"719",1.719,"REPSOL","CR N-4     P.K. 6,70 I","MADRID"
"720",1.719,"REPSOL","AVENIDA ENTREVIAS, S/N","MADRID"
"721",1.719,"REPSOL","CARRETERA M-602 KM. 1,3","MADRID"
"722",1.719,"REPSOL","AVENIDA LOS ROSALES, 147","MADRID"
"723",1.719,"REPSOL","CL AVENIDA GENERAL, 22","MADRID"
"724",1.719,"REPSOL","CR N-2, 12,6","MADRID"
"725",1.719,"REPSOL","CR A-5, 9","MADRID"
"726",1.719,"CEPSA","AVENIDA CANILLEJAS A VICALVARO, 147","MADRID"
"727",1.719,"REPSOL","AUTOPISTA M-50 KM. 34","MADRID"
"728",1.719,"REPSOL","AUTOVIA M-50 KM. 34","MADRID"
"729",1.719,"REPSOL","ARTURO SORIA, 29","MADRID"
"730",1.719,"CEPSA","ALCALA, 284-286","MADRID"
"731",1.719,"REPSOL","CL ALCALA, 510","MADRID"
"732",1.719,"GALP","Avda. Vicálvaro esq. Pobladura del Valle","MADRID"
"733",1.719,"GALP","Avda. Arcentales, 7","MADRID"
"734",1.719,"CEPSA","HNOS. GARCIA NOBLEJAS, 35","MADRID"
"735",1.719,"CEPSA","POBLADURA DEL VALLE, 31","MADRID"
"736",1.719,"REPSOL","SILVANO, 88-90","MADRID"
"737",1.719,"REPSOL","CR M-214, 4,6","MADRID"
"738",1.719,"CEPSA","AVENIDA FUENLABRADA, 30","MADRID"
"739",1.719,"REPSOL","CL TORRES QUEVEDO, 2","MADRID"
"740",1.719,"BP","CALLE MORALEJA DE ENMEDIO, 6","MADRID"
"741",1.719,"REPSOL","CARRETERA M600 KM. 45,800","MADRID"
"742",1.719,"BP A3 PERALES DE TAJUNA","AUTOVIA A-3 (MADRID-LEVANTE) KM. 37,870","MADRID"
"743",1.719,"REPSOL","CR A-4  P.K. 20,20 D","MADRID"
"744",1.719,"REPSOL","CR A-4  P.K. 20,20 I","MADRID"
"745",1.719,"BP PARQUE ÓPTIMA","CARRETERA M-841 KM. 1","MADRID"
"746",1.719,"BP POZUELO","CARRETERA M-503 VÍA DE LAS DOS CASTILLAS KM. 6,3","MADRID"
"747",1.719,"BP SOMOSAGUAS","AVENIDA RADIO TELEVISION ESPAÑOLA, 1","MADRID"
"748",1.719,"REPSOL","CARRETERA CARABANCHEL M-502 KM. 3600","MADRID"
"749",1.719,"GALP","TRAVESÍA PEÑALARA, 1","MADRID"
"750",1.719,"CEPSA","AVENIDA DEL VALLE, 39","MADRID"
"751",1.719,"CEPSA","CARRETERA VALDEMAQUEDA KM. 0","MADRID"
"752",1.719,"REPSOL","AUTOVIA A 1 KM. 34","MADRID"
"753",1.719,"GALP","AV. CASTILLA, 4","MADRID"
"754",1.719,"REPSOL","CR N-2, 16,3","MADRID"
"755",1.719,"REPSOL","CR N-2, 16,3","MADRID"
"756",1.719,"BP SAN FERNANDO PUERTA DE MADRID 365 II","CALLE CERRAJEROS (DE LOS), 10","MADRID"
"757",1.719,"BP SAN FERNANDO PUERTA DE MADRID 365 I","CALLE CERRAJEROS, 10","MADRID"
"758",1.719,"CEPSA","CALLE ROSALIA DE CASTRO, 14","MADRID"
"759",1.719,"BP VILLAMANTA","CARRETERA M-507 KM. 6,700","MADRID"
"760",1.719,"REPSOL","CARRETERA M-50 KM. 66,5","MADRID"
"761",1.719,"REPSOL","CARRETERA M-50 KM. 66,5","MADRID"
"762",1.725,"CEPSA LISBOA","AV  DE MOSTOLES, Nº 6","MADRID"
"763",1.725,"CEPSA","RONDA SEGOVIA, 37","MADRID"
"764",1.725,"CEPSA","CL MONFORTE DE LEMOS, 7","MADRID"
"765",1.725,"CEPSA","MONTE IGUELDO, 108","MADRID"
"766",1.725,"CEPSA","AVENIDA CONSTITUCION, 170","MADRID"
"767",1.725,"CEPSA","AUTOVIA A-5 KM. 28,6","MADRID"
"768",1.725,"CEPSA","AUTOVIA A-5 KM. 28,6","MADRID"
"769",1.725,"CEPSA","CARRETERA M-841 KM. 3,5","MADRID"
"770",1.728,"BP","AVENIDA LEOPOLDO CALVO SOTELO-BUSTELO, 17","MADRID"
"771",1.729,"BP DUALEZ","CARRETERA M-404 KM. 4,950","MADRID"
"772",1.729,"CEPSA","AVENIDA DAGANZO, 12","MADRID"
"773",1.729,"REPSOL","CR A-5, 23.5","MADRID"
"774",1.729,"CEPSA","CALLE OFELIA NIETO, 65","MADRID"
"775",1.729,"HUSCO S.L.","CALLE MARTINEZ DE LA RIVA, 119","MADRID"
"776",1.729,"REPSOL","CARRETERA M-301 KM. 3,5","MADRID"
"777",1.729,"REPSOL","CALLE ALTO DEL RETIRO, 2","MADRID"
"778",1.729,"BP MADRID - AV DAROCA","AVENIDA DE DAROCA, 4","MADRID"
"779",1.729,"CEPSA","CALLE ALCALA, 415","MADRID"
"780",1.729,"REPSOL","CALLE MANUEL DE FALLA, 2","MADRID"
"781",1.729,"REPSOL","AUTOVIA A-1 KM. 40,2","MADRID"
"782",1.729,"REPSOL","AUTOVIA A-1 KM. 41","MADRID"
"783",1.729,"REPSOL","CARRETERA M-856 (ENLACE N-V Y N-501) KM. 1","MADRID"
"784",1.729,"REPSOL","CR A-5, 21","MADRID"
"785",1.729,"REPSOL","CR A-5, 21","MADRID"
"786",1.729,"CEPSA A4 PINTO 365","CALLE COTO DE DOÑANA, 1","MADRID"
"787",1.729,"REPSOL","AVENIDA CASTILLA (DE), 43","MADRID"
"788",1.729,"CEPSA","AVENIDA CONSTITUCION, 225","MADRID"
"789",1.729,"CEPSA","AVENIDA CONSTITUCION, 167","MADRID"
"790",1.729,"CEPSA","POZO DE LAS NIEVES, S.N.","MADRID"
"791",1.729,"REPSOL","AUTOVIA E-5/A-1 KM. 49","MADRID"
"792",1.729,"CEPSA","CARRETERA M-509 KM. 4,4","MADRID"
"793",1.735,"SHELL","CARRETERA AJARVIL-ALCALA (PG 32C PARCELA26A) KM. S/N","MADRID"
"794",1.735,"CEPSA","CARRETERA M-511 KM. 6,5","MADRID"
"795",1.735,"CEPSA","CALLE AMADEO VIVES, 2","MADRID"
"796",1.739,"CEPSA","M-404 km 17,8","MADRID"
"797",1.739,"REPSOL","AUTOVIA N-1 KM. 65","MADRID"
"798",1.739,"REPSOL","AVENIDA VENTISQUERO DE LA CONDESA,","MADRID"
"799",1.739,"CEPSA","AVDA. PORTUGAL, 16","MADRID"
"800",1.739,"REPSOL","EMILIO FERRARI, 68","MADRID"
"801",1.739,"CEPSA LAS ARENAS 365","CALLE ARENAS (DE LAS), 2","MADRID"
"802",1.742,"REPSOL","CARRETERA M-832 KM. 3","MADRID"
"803",1.742,"REPSOL","CARRETERA M-832 KM. 3","MADRID"
"804",1.742,"PETRONOR","CR M-311, 4,9","MADRID"
"805",1.742,"REPSOL","CR M-204, 27","MADRID"
"806",1.742,"REPSOL","CARRETERA N-3 KM. 39,2","MADRID"
"807",1.749,"CEPSA","PASEO MORET, 7","MADRID"
"808",1.749,"REPSOL","CALLE MERCADRID PARCELA D-3, S/N","MADRID"
"809",1.749,"REPSOL","AUTOVIA E-901/A-3 KM. 35,2","MADRID"
"810",1.769,"Q8","N-1 km 87","MADRID"
"811",1.809,"REPSOL SAN FERNANDO 365","CALLE DE LOS HERRADORES, 1","MADRID"
"812",1.829,"REPSOL","AUTOPISTA AUTOPISTA R-3 LOECHES KM. 19,5","MADRID"
"813",1.829,"REPSOL","AUTOPISTA AUTOPISTA R-3 LOECHES KM. 19,5","MADRID"
"814",1.836,"COSTCO","CALLE AGUSTIN DE BETANCOURT, 17","MADRID"
"815",1.849,"REPSOL","AU R-2 ,P.K. 35,5 M.D.","MADRID"
"816",1.849,"REPSOL","AU R-2 ,P.K. 35,5 M.I.","MADRID"
"817",1.861,"COSTCO","CALLE INNOVACIÓN, 19","MADRID"
"818",1.869,"REPSOL","CARRETERA R-5 KM. 5,5","MADRID"
"819",1.869,"REPSOL","CARRETERA R-5 KM. 5,5","MADRID"
"820",NA,"SCAT","CALLE VALPORTILLO II, 5","MADRID"
"821",NA,"REDEXIS","CARRETERA ALCORCON A SAN MARTIN DE VALDEIGLESIAS KM. 1,5","MADRID"
"822",NA,"ALIARA ENERGÍA","PASEO PASEO DE EXTREMADURA, KM 12.200, 28925 ALCORCÓN, MADRID, 11","MADRID"
"823",NA,"NATURGY","CALLE EBANISTAS, 2","MADRID"
"824",NA,"ALIARA ENERGÍA","AVENIDA DE MADRID, 103","MADRID"
"825",NA,"NATURGY ES FUENLABRADA","AVENIDA LA CANTUEÑA, 8","MADRID"
"826",NA,"T9","CALLE TENERIFE (DE), 2","MADRID"
"827",NA,"ALIARA ENERGIA","CALLE PORTOMARIN, 25","MADRID"
"828",NA,"NATURGY","AVENIDA FRANCISCO PI Y MARGALL, 5","MADRID"
"829",NA,"HAM TRES CANTOS","CARRETERA M-607 KM. 17,7","MADRID"
"830",NA,"NATURGY","CALLE PIÑUECAR, 53","MADRID"
"831",NA,"SCAT","CALLE SAN MARIO, 14","MADRID"
"832",NA,"ALIARA ENERGIA","AVENIDA CORDOBA, 49","MADRID"
"833",NA,"NATURGY","CALLE RAFAEL BOTI, 5","MADRID"
"834",NA,"ALIARA ENERGIA","CALLE FUENTE DE LIMA, 22","MADRID"
"835",NA,"SCAT","CALLE SECOYA, 28","MADRID"
"836",NA,"ALIARA ENERGIA","CALLE VIA DE LOS POBLADOS, 128","MADRID"
"837",NA,"REPSOL BUTANO","PASEO ERMITA DEL SANTO, 80","MADRID"
"838",NA,"NATURGY","CALLE FUEMBELLIDA, 3","MADRID"
"839",NA,"REPSOL","CALLE MENDEZ ALVARO, S/N","MADRID"
"840",NA,"NATURGY","AVENIDA EJE CENTRAL, 7","MADRID"
"841",NA,"MADRID WETAXI GLP","CALLE ISAAC JIMENEZ, 3","MADRID"
"842",NA,"NATURGY","CALLE RIVAS, 14","MADRID"
"843",NA,"ALIARA ENERGÍA","CALLE TORRES QUEVEDO, 6","MADRID"
"844",NA,"NATURGY","CARRETERA DE PARLA A PINTO M-408 KM. S/N","MADRID"
"845",NA,"BP PINTO","CARRETERA M-408 PINTO A PARLA KM. 5","MADRID"
"846",NA,"CAB","CALLE TURBINA (DE LA), 2","MADRID"
"847",NA,"ALIARA ENERGÍA","AVENIDA DE LA TÉCNICA, 2","MADRID"
"848",NA,"MOLGAS","CALLE CERRAJEROS DE LOS, 10","MADRID"
"849",NA,"MOLGAS","AUTOPISTA A4 KM. 14,3","MADRID"
"850",NA,"HAM","AUTOVIA NACIONAL I KM. 26,200","MADRID"
"851",NA,"HAM","CALLE NARCISO MONTURIOL, 28","MADRID"
"852",NA,"HAM","CALLE TAMBORA, 4","MADRID"
